0.100000, 200, 0, 200
0.200000, 200, 0, 200
0.300000, 200, 0, 200
0.400000, 179, 21, 200
0.500000, 93, 107, 200
0.600000, 27, 173, 200
0.700000, 2, 198, 200
0.800000, 6, 194, 200
0.900000, 0, 200, 200
1.000000, 0, 200, 200
1.100000, 0, 200, 200
1.200000, 0, 200, 200
1.300000, 0, 200, 200
1.400000, 0, 200, 200
1.500000, 0, 200, 200
1.600000, 0, 200, 200
1.700000, 0, 200, 200
1.800000, 0, 200, 200
1.900000, 0, 200, 200
2.000000, 0, 200, 200
2.100000, 0, 200, 200
2.200000, 0, 200, 200
2.300000, 0, 200, 200
2.400000, 0, 200, 200
2.500000, 0, 200, 200
2.600000, 0, 200, 200
2.700000, 0, 200, 200
2.800000, 0, 200, 200
2.900000, 0, 200, 200
3.000000, 0, 200, 200
3.100000, 0, 200, 200
3.200000, 0, 200, 200
3.300000, 0, 200, 200
3.400000, 0, 200, 200
3.500000, 0, 200, 200
3.600000, 0, 200, 200
3.700000, 0, 200, 200
3.800000, 0, 200, 200
3.900000, 0, 200, 200
4.000000, 0, 200, 200
